DATE,VVIX
7/18/2007,73.57
7/17/2007,72.41
7/16/2007,72.56
7/13/2007,76.65
7/12/2007,76.6
7/11/2007,81.55
7/10/2007,79.99
7/9/2007,73.05
7/6/2007,74.85
7/5/2007,75.86
7/3/2007,74.63
7/2/2007,75.56
6/29/2007,76.94
6/28/2007,76.04
6/27/2007,78.48
6/26/2007,82.01
6/25/2007,78.07
6/22/2007,78.35
6/21/2007,74.76
6/20/2007,76.8
6/19/2007,67.24
6/18/2007,66.76
6/15/2007,64.03
6/14/2007,63.52
6/13/2007,68.81
6/12/2007,69.48
6/11/2007,68.73
6/8/2007,70.69
6/7/2007,75.83
6/6/2007,72.06
6/5/2007,69.24
6/4/2007,70.74
6/1/2007,70.19
5/31/2007,72.2
5/30/2007,71.61
5/29/2007,72.48
5/25/2007,72.42
5/24/2007,74.36
5/23/2007,71.44
5/22/2007,72.36
5/21/2007,71.82
5/18/2007,75.43
5/17/2007,72.94
5/16/2007,70.26
5/15/2007,76.68
5/14/2007,82.02
5/11/2007,79.47
5/10/2007,83.58
5/9/2007,85.89
5/8/2007,79.9
5/7/2007,78.51
5/4/2007,77.1
5/3/2007,78.81
5/2/2007,82.59
5/1/2007,81.28
4/30/2007,85.33
4/27/2007,80.66
4/26/2007,81.67
4/25/2007,80.79
4/24/2007,77.83
4/23/2007,79.33
4/20/2007,79.18
4/19/2007,77.91
4/18/2007,80.59
4/17/2007,83.68
4/16/2007,83.98
4/13/2007,88.71
4/12/2007,91.38
4/11/2007,93.47
4/10/2007,87.37
4/9/2007,92.3
4/5/2007,93.6
4/4/2007,96.12
4/3/2007,94.98
4/2/2007,98.92
3/30/2007,99.78
3/29/2007,102.31
3/28/2007,104.79
3/27/2007,101
3/26/2007,95.95
3/23/2007,96.37
3/22/2007,95.52
3/21/2007,94.13
3/20/2007,89.55
3/19/2007,93.9
3/16/2007,102.74
3/15/2007,99.55
3/14/2007,98.08
3/13/2007,94.53
3/12/2007,90.02
3/9/2007,91.82
3/8/2007,93.97
3/7/2007,94.41
3/6/2007,93.65
3/5/2007,101.2
3/2/2007,104.17
3/1/2007,99.47
2/28/2007,91.64
2/27/2007,110.42
2/26/2007,70.33
2/23/2007,70.71
2/22/2007,66.05
2/21/2007,67.37
2/20/2007,65.87
2/16/2007,70.74
2/15/2007,70.34
2/14/2007,74
2/13/2007,75.72
2/12/2007,79.12
2/9/2007,74.39
2/8/2007,73.18
2/7/2007,70.32
2/6/2007,68.55
2/5/2007,70.29
2/2/2007,72.44
2/1/2007,73.5
1/31/2007,77.28
1/30/2007,78.9
1/29/2007,81.68
1/26/2007,81.36
1/25/2007,80.45
1/24/2007,77.51
1/23/2007,81.48
1/22/2007,84.43
1/19/2007,82.49
1/18/2007,83.66
1/17/2007,84.93
1/16/2007,85.3
1/12/2007,85.18
1/11/2007,85.97
1/10/2007,93.78
1/9/2007,92.76
1/8/2007,92.04
1/5/2007,90.17
1/4/2007,88.19
1/3/2007,87.63
12/29/2006,88.16
12/28/2006,88.72
12/27/2006,83.01
12/26/2006,85.28
12/22/2006,83.41
12/21/2006,83.94
12/20/2006,84.68
12/19/2006,78.91
12/18/2006,84.26
12/15/2006,84.63
12/14/2006,82.57
12/13/2006,79.06
12/12/2006,74.78
12/11/2006,72.84
12/8/2006,71.34
12/7/2006,68.65
12/6/2006,66.49
12/5/2006,65.87
12/4/2006,62.11
12/1/2006,62.33
11/30/2006,61.39
11/29/2006,60.3
11/28/2006,66.56
11/27/2006,71.6
11/24/2006,66.48
11/22/2006,63.62
11/21/2006,65.3
11/20/2006,65.98
11/17/2006,64.3
11/16/2006,62.48
11/15/2006,58.58
11/14/2006,60.77
11/13/2006,36.14
11/10/2006,61.06
11/9/2006,60.42
11/8/2006,62.08
11/7/2006,67.5
11/6/2006,70.46
11/3/2006,75.19
11/2/2006,77.08
11/1/2006,78.89
10/31/2006,76.4
10/30/2006,80.16
10/27/2006,82.71
10/26/2006,81.6
10/25/2006,85.9
10/24/2006,87.39
10/23/2006,84.73
10/20/2006,78.6
10/19/2006,77.71
10/18/2006,79.1
10/17/2006,66.99
10/16/2006,82.29
10/13/2006,86.61
10/12/2006,86.87
10/11/2006,88.4
10/10/2006,83.62
10/9/2006,84.76
10/6/2006,85.63
10/5/2006,87.5
10/4/2006,82.5
10/3/2006,86.57
10/2/2006,85.46
9/29/2006,84.31
9/28/2006,84.74
9/27/2006,81.08
9/26/2006,81.59
9/25/2006,82.01
9/22/2006,85.74
9/21/2006,85.95
9/20/2006,80.83
9/19/2006,81.77
9/18/2006,80.97
9/15/2006,59.52
9/14/2006,81.93
9/13/2006,81.55
9/12/2006,80.99
9/11/2006,85.78
9/8/2006,83.7
9/7/2006,86.18
9/6/2006,82.96
9/5/2006,80.18
9/1/2006,77.19
8/31/2006,79.84
8/30/2006,80.77
8/29/2006,81.8
8/28/2006,79.47
8/25/2006,81.94
8/24/2006,79.7
8/23/2006,81.15
8/22/2006,78.75
8/21/2006,80.68
8/16/2006,57.01
8/8/2006,88.09
8/7/2006,89.58
8/4/2006,90.68
8/3/2006,89.24
8/2/2006,91.34
8/1/2006,92.67
7/31/2006,92.79
7/28/2006,93.16
7/27/2006,95.29
7/26/2006,89.23
7/25/2006,94.97
7/24/2006,99.61
7/11/2006,91.99
7/10/2006,93.52
7/7/2006,91.46
7/6/2006,92.88
7/5/2006,91.98
7/3/2006,89.13
6/30/2006,92.1
6/29/2006,96.63
6/28/2006,96.44
6/27/2006,95.12
6/26/2006,90.71
6/23/2006,86.81
6/22/2006,91.85
6/21/2006,92.4
6/20/2006,94.76
6/19/2006,102.56
6/16/2006,106.93
6/15/2006,99.13
6/14/2006,102.11
6/13/2006,93.2
6/12/2006,83.52
6/9/2006,79.87
6/8/2006,78.12
6/7/2006,73.86
6/6/2006,78.66
6/5/2006,77.38
6/2/2006,70.27
6/1/2006,74.08
5/31/2006,77.44
5/30/2006,82.14
5/26/2006,72.5
5/25/2006,82.64
5/24/2006,88.63
5/23/2006,88.66
5/22/2006,91.76
5/1/2006,61.96
4/25/2006,61.33
4/24/2006,63.42
4/11/2006,69.55
3/21/2006,37.35
3/20/2006,37.93
3/17/2006,28.6
3/16/2006,27.94
3/15/2006,15.71
3/6/2006,71.73
